RegionID,SizeRank,Region Name,Region Type,State Name,Date Recorded,Monthly Rent,Coordinates,Latitude,Longitude
394388,51,"Birmingham, AL",msa,Alabama,2023-01-31,1307.397546796726,"(32.806671, -86.79113)",32.806671,-86.79113
395031,52,"Rochester, NY",msa,New York,2023-01-31,1384.5118931311251,"(42.165726, -74.948051)",42.165726,-74.948051
394640,53,"Grand Rapids, MI",msa,Michigan,2023-01-31,1469.210916756345,"(43.326618, -84.536095)",43.326618,-84.536095
395167,54,"Tucson, AZ",msa,Arizona,2023-01-31,1454.7191430095324,"(33.729759, -111.431221)",33.729759,-111.431221
395169,56,"Tulsa, OK",msa,Oklahoma,2023-01-31,1279.7069157683727,"(35.565342, -96.928917)",35.565342,-96.928917
394619,57,"Fresno, CA",msa,California,2023-01-31,1841.154214372556,"(36.116203, -119.681564)",36.116203,-119.681564
395238,58,"Worcester, MA",msa,Massachusetts,2023-01-31,1822.3849194245304,"(42.230171, -71.530106)",42.230171,-71.530106
394938,59,"Omaha, NE",msa,Nebraska,2023-01-31,1251.0486638877876,"(41.12537, -98.268082)",41.12537,-98.268082
394415,60,"Bridgeport, CT",msa,Connecticut,2023-01-31,2499.2400689367432,"(41.597782, -72.755371)",41.597782,-72.755371
394653,61,"Greenville, SC",msa,South Carolina,2023-01-31,1477.7129195637422,"(33.856892, -80.945007)",33.856892,-80.945007
394312,62,"Albuquerque, NM",msa,New Mexico,2023-01-31,1426.4708219252193,"(34.840515, -106.248482)",34.840515,-106.248482
394357,63,"Bakersfield, CA",msa,California,2023-01-31,1622.206512302602,"(36.116203, -119.681564)",36.116203,-119.681564
394308,64,"Albany, NY",msa,New York,2023-01-31,1442.1325245330208,"(42.165726, -74.948051)",42.165726,-74.948051
394753,65,"Knoxville, TN",msa,Tennessee,2023-01-31,1676.4627239430283,"(35.747845, -86.692345)",35.747845,-86.692345
394367,66,"Baton Rouge, LA",msa,Louisiana,2023-01-31,1290.027458866399,"(31.169546, -91.867805)",31.169546,-91.867805
394843,67,"McAllen, TX",msa,Texas,2023-01-31,1108.673687880353,"(31.054487, -97.563461)",31.054487,-97.563461
394908,68,"New Haven, CT",msa,Connecticut,2023-01-31,1850.9876310884308,"(41.597782, -72.755371)",41.597782,-72.755371
394561,69,"El Paso, TX",msa,Texas,2023-01-31,1434.8252930920096,"(31.054487, -97.563461)",31.054487,-97.563461
394318,70,"Allentown, PA",msa,Pennsylvania,2023-01-31,1597.9461942744724,"(40.590752, -77.209755)",40.590752,-77.209755
394952,71,"Oxnard, CA",msa,California,2023-01-31,2826.6159725428515,"(36.116203, -119.681564)",36.116203,-119.681564
394486,72,"Columbia, SC",msa,South Carolina,2023-01-31,1390.823882658137,"(33.856892, -80.945007)",33.856892,-80.945007
753906,73,"North Port, FL",msa,Florida,2023-01-31,2396.6748002345894,"(27.766279, -81.686783)",27.766279,-81.686783
845158,74,"Dayton, OH",msa,Ohio,2023-01-31,1172.281868031247,"(40.388783, -82.764915)",40.388783,-82.764915
394457,75,"Charleston, SC",msa,South Carolina,2023-01-31,1900.2953571173448,"(33.856892, -80.945007)",33.856892,-80.945007
394648,76,"Greensboro, NC",msa,North Carolina,2023-01-31,1403.5704281763644,"(35.630066, -79.806419)",35.630066,-79.806419
395134,77,"Stockton, CA",msa,California,2023-01-31,2197.069926711052,"(36.116203, -119.681564)",36.116203,-119.681564
394440,78,"Cape Coral, FL",msa,Florida,2023-01-31,2219.553721489325,"(27.766279, -81.686783)",27.766279,-81.686783
394399,79,"Boise City, ID",msa,Idaho,2023-01-31,1730.3433695259298,"(44.240459, -114.478828)",44.240459,-114.478828
394484,80,"Colorado Springs, CO",msa,Colorado,2023-01-31,1775.4195541022464,"(39.059811, -105.311104)",39.059811,-105.311104
394798,81,"Little Rock, AR",msa,Arkansas,2023-01-31,1155.377164597848,"(34.969704, -92.373123)",34.969704,-92.373123
394766,82,"Lakeland, FL",msa,Florida,2023-01-31,1847.8445577779423,"(27.766279, -81.686783)",27.766279,-81.686783
394304,83,"Akron, OH",msa,Ohio,2023-01-31,1096.6135326816827,"(40.388783, -82.764915)",40.388783,-82.764915
394531,84,"Des Moines, IA",msa,Iowa,2023-01-31,1193.8476289969817,"(42.011539, -93.210526)",42.011539,-93.210526
395115,85,"Springfield, MA",msa,Massachusetts,2023-01-31,1710.3359248921863,"(42.230171, -71.530106)",42.230171,-71.530106
845159,86,"Poughkeepsie, NY",msa,New York,2023-01-31,1915.2956629967,"(42.165726, -74.948051)",42.165726,-74.948051
394931,87,"Ogden, UT",msa,Utah,2023-01-31,1600.0962722506547,"(40.150032, -111.862434)",40.150032,-111.862434
394816,88,"Madison, WI",msa,Wisconsin,2023-01-31,1463.6320574347242,"(44.268543, -89.616508)",44.268543,-89.616508
395235,89,"Winston, NC",msa,North Carolina,2023-01-31,1464.903691280171,"(35.630066, -79.806419)",35.630066,-79.806419
394528,90,"Deltona, FL",msa,Florida,2023-01-31,1846.7648366590795,"(27.766279, -81.686783)",27.766279,-81.686783
395143,91,"Syracuse, NY",msa,New York,2023-01-31,1335.228095365164,"(42.165726, -74.948051)",42.165726,-74.948051
395006,92,"Provo, UT",msa,Utah,2023-01-31,1741.7077658252174,"(40.150032, -111.862434)",40.150032,-111.862434
395160,93,"Toledo, OH",msa,Ohio,2023-01-31,1127.5225979483373,"(40.388783, -82.764915)",40.388783,-82.764915
395224,94,"Wichita, KS",msa,Kansas,2023-01-31,1010.4368226921912,"(38.5266, -96.726486)",38.5266,-96.726486
394549,95,"Durham, NC",msa,North Carolina,2023-01-31,1652.2998851770556,"(35.630066, -79.806419)",35.630066,-79.806419
394352,96,"Augusta, GA",msa,Georgia,2023-01-31,1304.9426233046988,"(33.040619, -83.643074)",33.040619,-83.643074
394957,97,"Palm Bay, FL",msa,Florida,2023-01-31,1975.96369752282,"(27.766279, -81.686783)",27.766279,-81.686783
394711,98,"Jackson, MS",msa,Mississippi,2023-01-31,1235.4919004443595,"(32.741646, -89.678696)",32.741646,-89.678696
394666,99,"Harrisburg, PA",msa,Pennsylvania,2023-01-31,1257.377506487276,"(40.590752, -77.209755)",40.590752,-77.209755
395113,100,"Spokane, WA",msa,Washington,2023-01-31,1460.7294112898703,"(47.400902, -121.490494)",47.400902,-121.490494
395075,101,"Scranton, PA",msa,Pennsylvania,2023-01-31,1162.4789371411996,"(40.590752, -77.209755)",40.590752,-77.209755
394460,102,"Chattanooga, TN",msa,Tennessee,2023-01-31,1431.494375939984,"(35.747845, -86.692345)",35.747845,-86.692345
394871,103,"Modesto, CA",msa,California,2023-01-31,1764.302398181519,"(36.116203, -119.681564)",36.116203,-119.681564
394768,104,"Lancaster, PA",msa,Pennsylvania,2023-01-31,1312.05939823198,"(40.590752, -77.209755)",40.590752,-77.209755
394997,105,"Portland, ME",msa,Maine,2023-01-31,1983.2952132787857,"(44.693947, -69.381927)",44.693947,-69.381927
395245,106,"Youngstown, OH",msa,Ohio,2023-01-31,895.419918466463,"(40.388783, -82.764915)",40.388783,-82.764915
394770,107,"Lansing, MI",msa,Michigan,2023-01-31,1170.6989538169928,"(43.326618, -84.536095)",43.326618,-84.536095
394590,108,"Fayetteville, AR",msa,Arkansas,2023-01-31,1474.6141712229817,"(34.969704, -92.373123)",34.969704,-92.373123
394589,109,"Fayetteville, NC",msa,North Carolina,2023-01-31,1321.1206914988954,"(35.630066, -79.806419)",35.630066,-79.806419
394792,110,"Lexington, KY",msa,Kentucky,2023-01-31,1294.0335194532538,"(37.66814, -84.670067)",37.66814,-84.670067
394971,111,"Pensacola, FL",msa,Florida,2023-01-31,1696.0693680802706,"(27.766279, -81.686783)",27.766279,-81.686783
395068,112,"Santa Rosa, CA",msa,California,2023-01-31,2487.514266032783,"(36.116203, -119.681564)",36.116203,-119.681564
395019,113,"Reno, NV",msa,Nevada,2023-01-31,1817.865072512952,"(38.313515, -117.055374)",38.313515,-117.055374
394698,114,"Huntsville, AL",msa,Alabama,2023-01-31,1423.038721069825,"(32.806671, -86.79113)",32.806671,-86.79113
394995,115,"Port St. Lucie, FL",msa,Florida,2023-01-31,2317.546991862377,"(27.766279, -81.686783)",27.766279,-81.686783
394761,116,"Lafayette, LA",msa,Louisiana,2023-01-31,1186.124470435977,"(31.169546, -91.867805)",31.169546,-91.867805
394898,117,"Myrtle Beach, SC",msa,South Carolina,2023-01-31,1727.2016498864723,"(33.856892, -80.945007)",33.856892,-80.945007
395116,118,"Springfield, MO",msa,Missouri,2023-01-31,1154.1341858207622,"(38.456085, -92.288368)",38.456085,-92.288368
395195,119,"Visalia, CA",msa,California,2023-01-31,1653.0532874553244,"(36.116203, -119.681564)",36.116203,-119.681564
394746,120,"Killeen, TX",msa,Texas,2023-01-31,1291.8334369733527,"(31.054487, -97.563461)",31.054487,-97.563461
394338,121,"Asheville, NC",msa,North Carolina,2023-01-31,1785.2002810490726,"(35.630066, -79.806419)",35.630066,-79.806419
395244,122,"York, PA",msa,Pennsylvania,2023-01-31,1173.8439313644917,"(40.590752, -77.209755)",40.590752,-77.209755
395183,123,"Vallejo, CA",msa,California,2023-01-31,2323.0978699203124,"(36.116203, -119.681564)",36.116203,-119.681564
753917,124,"Santa Maria, CA",msa,California,2023-01-31,3403.236523908788,"(36.116203, -119.681564)",36.116203,-119.681564
395050,125,"Salinas, CA",msa,California,2023-01-31,2503.685053908497,"(36.116203, -119.681564)",36.116203,-119.681564
395048,126,"Salem, OR",msa,Oregon,2023-01-31,1597.964577407847,"(44.572021, -122.070938)",44.572021,-122.070938
394870,127,"Mobile, AL",msa,Alabama,2023-01-31,1172.6530558481045,"(32.806671, -86.79113)",32.806671,-86.79113
395015,128,"Reading, PA",msa,Pennsylvania,2023-01-31,1176.2289478669463,"(40.590752, -77.209755)",40.590752,-77.209755
394502,129,"Corpus Christi, TX",msa,Texas,2023-01-31,1375.3019561801989,"(31.054487, -97.563461)",31.054487,-97.563461
394421,130,"Brownsville, TX",msa,Texas,2023-01-31,1271.1538666524948,"(31.054487, -97.563461)",31.054487,-97.563461
394820,131,"Manchester, NH",msa,New Hampshire,2023-01-31,1895.7329195584864,"(43.452492, -71.563896)",43.452492,-71.563896
394612,132,"Fort Wayne, IN",msa,Indiana,2023-01-31,1077.5367263760902,"(39.849426, -86.258278)",39.849426,-86.258278
394658,133,"Gulfport, MS",msa,Mississippi,2023-01-31,1314.4276366757051,"(32.741646, -89.678696)",32.741646,-89.678696
395051,134,"Salisbury, MD",msa,Delaware,2023-01-31,1664.3804816197205,"(39.318523, -75.507141)",39.318523,-75.507141
394596,135,"Flint, MI",msa,Michigan,2023-01-31,896.2621698817167,"(43.326618, -84.536095)",43.326618,-84.536095
394972,136,"Peoria, IL",msa,Illinois,2023-01-31,973.0340416818289,"(40.349457, -88.986137)",40.349457,-88.986137
394439,137,"Canton, OH",msa,Ohio,2023-01-31,948.8312212453236,"(40.388783, -82.764915)",40.388783,-82.764915
395070,138,"Savannah, GA",msa,Georgia,2023-01-31,1731.2715452123286,"(33.040619, -83.643074)",33.040619,-83.643074
394372,140,"Beaumont, TX",msa,Texas,2023-01-31,1134.9511502407497,"(31.054487, -97.563461)",31.054487,-97.563461
395096,141,"Shreveport, LA",msa,Louisiana,2023-01-31,1159.9119935243414,"(31.169546, -91.867805)",31.169546,-91.867805
395164,142,"Trenton, NJ",msa,New Jersey,2023-01-31,2199.9695724788435,"(40.298904, -74.521011)",40.298904,-74.521011
394875,143,"Montgomery, AL",msa,Alabama,2023-01-31,1208.3384395873904,"(32.806671, -86.79113)",32.806671,-86.79113
394520,144,"Davenport, IA",msa,Illinois,2023-01-31,936.6793925418614,"(40.349457, -88.986137)",40.349457,-88.986137
395146,145,"Tallahassee, FL",msa,Florida,2023-01-31,1394.4070044225805,"(27.766279, -81.686783)",27.766279,-81.686783
394576,146,"Eugene, OR",msa,Oregon,2023-01-31,1758.765905996711,"(44.572021, -122.070938)",44.572021,-122.070938
394901,147,"Naples, FL",msa,Florida,2023-01-31,2954.767875936908,"(27.766279, -81.686783)",27.766279,-81.686783
394332,148,"Ann Arbor, MI",msa,Michigan,2023-01-31,1669.8383513076285,"(43.326618, -84.536095)",43.326618,-84.536095
394927,149,"Ocala, FL",msa,Florida,2023-01-31,1545.7917134627337,"(27.766279, -81.686783)",27.766279,-81.686783
394679,150,"Hickory, NC",msa,North Carolina,2023-01-31,1423.7905218708513,"(35.630066, -79.806419)",35.630066,-79.806419
394697,151,"Huntington, WV",msa,Ohio,2023-01-31,942.231789629146,"(40.388783, -82.764915)",40.388783,-82.764915
394602,152,"Fort Collins, CO",msa,Colorado,2023-01-31,1748.568628274259,"(39.059811, -105.311104)",39.059811,-105.311104
395033,153,"Rockford, IL",msa,Illinois,2023-01-31,1049.9036716511653,"(40.349457, -88.986137)",40.349457,-88.986137
394796,154,"Lincoln, NE",msa,Nebraska,2023-01-31,1169.0924232312582,"(41.12537, -98.268082)",41.12537,-98.268082
394622,155,"Gainesville, FL",msa,Florida,2023-01-31,1552.8603635271008,"(27.766279, -81.686783)",27.766279,-81.686783
394405,156,"Boulder, CO",msa,Colorado,2023-01-31,2152.76777464408,"(39.059811, -105.311104)",39.059811,-105.311104
394646,157,"Green Bay, WI",msa,Wisconsin,2023-01-31,915.8297310621708,"(44.268543, -89.616508)",44.268543,-89.616508
394488,158,"Columbus, GA",msa,Georgia,2023-01-31,1120.7148162403096,"(33.040619, -83.643074)",33.040619,-83.643074
395107,159,"South Bend, IN",msa,Indiana,2023-01-31,1220.5006059335465,"(39.849426, -86.258278)",39.849426,-86.258278
395109,160,"Spartanburg, SC",msa,South Carolina,2023-01-31,1315.909538328413,"(33.856892, -80.945007)",33.856892,-80.945007
394645,161,"Greeley, CO",msa,Colorado,2023-01-31,1661.9974637452224,"(39.059811, -105.311104)",39.059811,-105.311104
394808,162,"Lubbock, TX",msa,Texas,2023-01-31,1323.9799212636503,"(31.054487, -97.563461)",31.054487,-97.563461
394471,163,"Clarksville, TN",msa,Tennessee,2023-01-31,1291.582520124611,"(35.747845, -86.692345)",35.747845,-86.692345
395028,164,"Roanoke, VA",msa,Virginia,2023-01-31,1201.205662043107,"(37.769337, -78.169968)",37.769337,-78.169968
394579,165,"Evansville, IN",msa,Indiana,2023-01-31,797.539240123937,"(39.849426, -86.258278)",39.849426,-86.258278
394747,167,"Kingsport, TN",msa,Tennessee,2023-01-31,1163.6983950496706,"(35.747845, -86.692345)",35.747845,-86.692345
394741,168,"Kennewick, WA",msa,Washington,2023-01-31,1499.012281083293,"(47.400902, -121.490494)",47.400902,-121.490494
395179,169,"Utica, NY",msa,New York,2023-01-31,1292.3022339656395,"(42.165726, -74.948051)",42.165726,-74.948051
394660,170,"Hagerstown, MD",msa,Maryland,2023-01-31,1380.0077697102613,"(39.063946, -76.802101)",39.063946,-76.802101
394543,171,"Duluth, MN",msa,Minnesota,2023-01-31,1459.3905961038863,"(45.694454, -93.900192)",45.694454,-93.900192
394937,172,"Olympia, WA",msa,Washington,2023-01-31,1930.559479071092,"(47.400902, -121.490494)",47.400902,-121.490494
394803,173,"Longview, TX",msa,Texas,2023-01-31,1118.4867351235207,"(31.054487, -97.563461)",31.054487,-97.563461
395229,174,"Wilmington, NC",msa,North Carolina,2023-01-31,1700.453113191489,"(35.630066, -79.806419)",35.630066,-79.806419
395061,175,"San Luis Obispo, CA",msa,California,2023-01-31,2769.49051141007,"(36.116203, -119.681564)",36.116203,-119.681564
753875,176,"Crestview, FL",msa,Florida,2023-01-31,1873.3067548608688,"(27.766279, -81.686783)",27.766279,-81.686783
394851,177,"Merced, CA",msa,California,2023-01-31,1860.803932280049,"(36.116203, -119.681564)",36.116203,-119.681564
395197,178,"Waco, TX",msa,Texas,2023-01-31,1409.7380400886418,"(31.054487, -97.563461)",31.054487,-97.563461
394447,179,"Cedar Rapids, IA",msa,Iowa,2023-01-31,960.1853654502072,"(42.011539, -93.210526)",42.011539,-93.210526
394348,180,"Atlantic City, NJ",msa,New Jersey,2023-01-31,1874.2131071467068,"(40.298904, -74.521011)",40.298904,-74.521011
394412,181,"Bremerton, WA",msa,Washington,2023-01-31,1830.014409558035,"(47.400902, -121.490494)",47.400902,-121.490494
395103,182,"Sioux Falls, SD",msa,South Dakota,2023-01-31,1121.5777271640814,"(44.299782, -99.438828)",44.299782,-99.438828
395065,183,"Santa Cruz, CA",msa,California,2023-01-31,3320.2641062782136,"(36.116203, -119.681564)",36.116203,-119.681564
394572,184,"Erie, PA",msa,Pennsylvania,2023-01-31,910.6893661359978,"(40.590752, -77.209755)",40.590752,-77.209755
394924,185,"Norwich, CT",msa,Connecticut,2023-01-31,1520.682975998415,"(41.597782, -72.755371)",41.597782,-72.755371
394323,186,"Amarillo, TX",msa,Texas,2023-01-31,1255.1538637258143,"(31.054487, -97.563461)",31.054487,-97.563461
394772,187,"Laredo, TX",msa,Texas,2023-01-31,1051.5147707483873,"(31.054487, -97.563461)",31.054487,-97.563461
395171,188,"Tuscaloosa, AL",msa,Alabama,2023-01-31,1462.4025193548523,"(32.806671, -86.79113)",32.806671,-86.79113
394483,189,"College Station, TX",msa,Texas,2023-01-31,1556.8535214457588,"(31.054487, -97.563461)",31.054487,-97.563461
394732,190,"Kalamazoo, MI",msa,Michigan,2023-01-31,1198.0810929557915,"(43.326618, -84.536095)",43.326618,-84.536095
394811,191,"Lynchburg, VA",msa,Virginia,2023-01-31,1169.9397410056415,"(37.769337, -78.169968)",37.769337,-78.169968
394455,192,"Charleston, WV",msa,West Virginia,2023-01-31,863.6288437878682,"(38.491226, -80.95457)",38.491226,-80.95457
395240,193,"Yakima, WA",msa,Washington,2023-01-31,1310.5917423024057,"(47.400902, -121.490494)",47.400902,-121.490494
394585,194,"Fargo, ND",msa,North Dakota,2023-01-31,1039.045447235629,"(47.528912, -99.784012)",47.528912,-99.784012
394387,195,"Binghamton, NY",msa,New York,2023-01-31,1115.534059682029,"(42.165726, -74.948051)",42.165726,-74.948051
394609,196,"Fort Smith, AR",msa,Arkansas,2023-01-31,913.170122196882,"(34.969704, -92.373123)",34.969704,-92.373123
394334,197,"Appleton, WI",msa,Wisconsin,2023-01-31,1143.8635737853378,"(44.268543, -89.616508)",44.268543,-89.616508
845160,198,"Prescott Valley, AZ",msa,Arizona,2023-01-31,1849.743081368947,"(33.729759, -111.431221)",33.729759,-111.431221
395161,199,"Topeka, KS",msa,Kansas,2023-01-31,986.0930256565498,"(38.5266, -96.726486)",38.5266,-96.726486
394813,200,"Macon, GA",msa,Georgia,2023-01-31,1110.8828100190062,"(33.040619, -83.643074)",33.040619,-83.643074
395174,201,"Tyler, TX",msa,Texas,2023-01-31,1418.7450279394304,"(31.054487, -97.563461)",31.054487,-97.563461
394361,202,"Barnstable Town, MA",msa,Massachusetts,2023-01-31,2518.8841383714107,"(42.230171, -71.530106)",42.230171,-71.530106
394519,203,"Daphne, AL",msa,Alabama,2023-01-31,1651.332349938538,"(32.806671, -86.79113)",32.806671,-86.79113
394378,205,"Bellingham, WA",msa,Washington,2023-01-31,1757.4102856522393,"(47.400902, -121.490494)",47.400902,-121.490494
394429,206,"Burlington, VT",msa,Vermont,2023-01-31,1957.659418552588,"(44.045876, -72.710686)",44.045876,-72.710686
395030,207,"Rochester, MN",msa,Minnesota,2023-01-31,1474.531334793225,"(45.694454, -93.900192)",45.694454,-93.900192
753895,208,"Lafayette, IN",msa,Indiana,2023-01-31,1194.873377428782,"(39.849426, -86.258278)",39.849426,-86.258278
394454,209,"Champaign, IL",msa,Illinois,2023-01-31,1068.1165400872478,"(40.349457, -88.986137)",40.349457,-88.986137
394848,210,"Medford, OR",msa,Oregon,2023-01-31,1711.1371221749082,"(44.572021, -122.070938)",44.572021,-122.070938
845164,211,"Lebanon, NH",msa,New Hampshire,2023-01-31,1675.1351996853384,"(43.452492, -71.563896)",43.452492,-71.563896
394459,212,"Charlottesville, VA",msa,Virginia,2023-01-31,1761.4601693581512,"(37.769337, -78.169968)",37.769337,-78.169968
394763,213,"Lake Charles, LA",msa,Louisiana,2023-01-31,1020.2009120635588,"(31.169546, -91.867805)",31.169546,-91.867805
394773,214,"Las Cruces, NM",msa,New Mexico,2023-01-31,1219.846663512036,"(34.840515, -106.248482)",34.840515,-106.248482
394464,215,"Chico, CA",msa,California,2023-01-31,1583.9571639707538,"(36.116203, -119.681564)",36.116203,-119.681564
394681,216,"Hilton Head Island, SC",msa,South Carolina,2023-01-31,1904.7350452473663,"(33.856892, -80.945007)",33.856892,-80.945007
394346,217,"Athens, GA",msa,Georgia,2023-01-31,1640.0366139575808,"(33.040619, -83.643074)",33.040619,-83.643074
394765,218,"Lake Havasu City, AZ",msa,Arizona,2023-01-31,1539.417506254376,"(33.729759, -111.431221)",33.729759,-111.431221
394485,219,"Columbia, MO",msa,Missouri,2023-01-31,1010.7435560734864,"(38.456085, -92.288368)",38.456085,-92.288368
395114,220,"Springfield, IL",msa,Illinois,2023-01-31,966.0704794429726,"(40.349457, -88.986137)",40.349457,-88.986137
394691,221,"Houma, LA",msa,Louisiana,2023-01-31,1239.6267322499032,"(31.169546, -91.867805)",31.169546,-91.867805
394872,222,"Monroe, LA",msa,Louisiana,2023-01-31,910.0104355083624,"(31.169546, -91.867805)",31.169546,-91.867805
394565,223,"Elkhart, IN",msa,Indiana,2023-01-31,1026.1136100147817,"(39.849426, -86.258278)",39.849426,-86.258278
394726,224,"Johnson City, TN",msa,Tennessee,2023-01-31,1220.1946025125928,"(35.747845, -86.692345)",35.747845,-86.692345
