RegionID,SizeRank,Region Name,Region Type,State Name,Date Recorded,Monthly Rent,Coordinates,Latitude,Longitude
395031,52,"Rochester, NY",msa,New York,2015-01-31,941.5778076038227,"(42.165726, -74.948051)",42.165726,-74.948051
394640,53,"Grand Rapids, MI",msa,Michigan,2015-01-31,831.431444629873,"(43.326618, -84.536095)",43.326618,-84.536095
395167,54,"Tucson, AZ",msa,Arizona,2015-01-31,834.2620102171602,"(33.729759, -111.431221)",33.729759,-111.431221
395169,56,"Tulsa, OK",msa,Oklahoma,2015-01-31,890.4216975325563,"(35.565342, -96.928917)",35.565342,-96.928917
394619,57,"Fresno, CA",msa,California,2015-01-31,1031.2601068010902,"(36.116203, -119.681564)",36.116203,-119.681564
395238,58,"Worcester, MA",msa,Massachusetts,2015-01-31,1067.7567163069875,"(42.230171, -71.530106)",42.230171,-71.530106
394938,59,"Omaha, NE",msa,Nebraska,2015-01-31,853.861300577766,"(41.12537, -98.268082)",41.12537,-98.268082
394415,60,"Bridgeport, CT",msa,Connecticut,2015-01-31,1727.5136698642425,"(41.597782, -72.755371)",41.597782,-72.755371
394653,61,"Greenville, SC",msa,South Carolina,2015-01-31,934.9947164816292,"(33.856892, -80.945007)",33.856892,-80.945007
394312,62,"Albuquerque, NM",msa,New Mexico,2015-01-31,865.1443346992978,"(34.840515, -106.248482)",34.840515,-106.248482
394357,63,"Bakersfield, CA",msa,California,2015-01-31,980.4364365687576,"(36.116203, -119.681564)",36.116203,-119.681564
394308,64,"Albany, NY",msa,New York,2015-01-31,1027.9013001683938,"(42.165726, -74.948051)",42.165726,-74.948051
394753,65,"Knoxville, TN",msa,Tennessee,2015-01-31,917.9773339957368,"(35.747845, -86.692345)",35.747845,-86.692345
394367,66,"Baton Rouge, LA",msa,Louisiana,2015-01-31,1043.0790402398625,"(31.169546, -91.867805)",31.169546,-91.867805
394843,67,"McAllen, TX",msa,Texas,2015-01-31,833.7449938690412,"(31.054487, -97.563461)",31.054487,-97.563461
394908,68,"New Haven, CT",msa,Connecticut,2015-01-31,1212.96359110962,"(41.597782, -72.755371)",41.597782,-72.755371
394561,69,"El Paso, TX",msa,Texas,2015-01-31,989.195643147271,"(31.054487, -97.563461)",31.054487,-97.563461
394318,70,"Allentown, PA",msa,Pennsylvania,2015-01-31,1040.4041074225618,"(40.590752, -77.209755)",40.590752,-77.209755
394952,71,"Oxnard, CA",msa,California,2015-01-31,1829.1696468678872,"(36.116203, -119.681564)",36.116203,-119.681564
394486,72,"Columbia, SC",msa,South Carolina,2015-01-31,878.5655500903389,"(33.856892, -80.945007)",33.856892,-80.945007
753906,73,"North Port, FL",msa,Florida,2015-01-31,1307.0498666333317,"(27.766279, -81.686783)",27.766279,-81.686783
845158,74,"Dayton, OH",msa,Ohio,2015-01-31,749.7606838241884,"(40.388783, -82.764915)",40.388783,-82.764915
394457,75,"Charleston, SC",msa,South Carolina,2015-01-31,1141.2306230138709,"(33.856892, -80.945007)",33.856892,-80.945007
394648,76,"Greensboro, NC",msa,North Carolina,2015-01-31,851.339829172048,"(35.630066, -79.806419)",35.630066,-79.806419
395134,77,"Stockton, CA",msa,California,2015-01-31,1210.3937219051882,"(36.116203, -119.681564)",36.116203,-119.681564
394440,78,"Cape Coral, FL",msa,Florida,2015-01-31,1041.1296325922208,"(27.766279, -81.686783)",27.766279,-81.686783
394399,79,"Boise City, ID",msa,Idaho,2015-01-31,897.9859727793042,"(44.240459, -114.478828)",44.240459,-114.478828
394484,80,"Colorado Springs, CO",msa,Colorado,2015-01-31,1046.5606476953888,"(39.059811, -105.311104)",39.059811,-105.311104
394798,81,"Little Rock, AR",msa,Arkansas,2015-01-31,832.6641485464122,"(34.969704, -92.373123)",34.969704,-92.373123
394766,82,"Lakeland, FL",msa,Florida,2015-01-31,1020.6407390718754,"(27.766279, -81.686783)",27.766279,-81.686783
394304,83,"Akron, OH",msa,Ohio,2015-01-31,717.7503118590162,"(40.388783, -82.764915)",40.388783,-82.764915
394531,84,"Des Moines, IA",msa,Iowa,2015-01-31,953.8890798703864,"(42.011539, -93.210526)",42.011539,-93.210526
845159,86,"Poughkeepsie, NY",msa,New York,2015-01-31,1118.0328696014874,"(42.165726, -74.948051)",42.165726,-74.948051
394931,87,"Ogden, UT",msa,Utah,2015-01-31,884.3063090850746,"(40.150032, -111.862434)",40.150032,-111.862434
394816,88,"Madison, WI",msa,Wisconsin,2015-01-31,1049.321894145114,"(44.268543, -89.616508)",44.268543,-89.616508
395235,89,"Winston, NC",msa,North Carolina,2015-01-31,902.8966666382022,"(35.630066, -79.806419)",35.630066,-79.806419
394528,90,"Deltona, FL",msa,Florida,2015-01-31,990.5712737777352,"(27.766279, -81.686783)",27.766279,-81.686783
395006,92,"Provo, UT",msa,Utah,2015-01-31,1061.9584276769044,"(40.150032, -111.862434)",40.150032,-111.862434
395160,93,"Toledo, OH",msa,Ohio,2015-01-31,756.4033903907841,"(40.388783, -82.764915)",40.388783,-82.764915
395224,94,"Wichita, KS",msa,Kansas,2015-01-31,748.1791947383457,"(38.5266, -96.726486)",38.5266,-96.726486
394549,95,"Durham, NC",msa,North Carolina,2015-01-31,1056.8820128394668,"(35.630066, -79.806419)",35.630066,-79.806419
394352,96,"Augusta, GA",msa,Georgia,2015-01-31,827.2332202713206,"(33.040619, -83.643074)",33.040619,-83.643074
394957,97,"Palm Bay, FL",msa,Florida,2015-01-31,1019.792177200904,"(27.766279, -81.686783)",27.766279,-81.686783
394666,99,"Harrisburg, PA",msa,Pennsylvania,2015-01-31,846.8481487433703,"(40.590752, -77.209755)",40.590752,-77.209755
395113,100,"Spokane, WA",msa,Washington,2015-01-31,757.3990019720875,"(47.400902, -121.490494)",47.400902,-121.490494
395075,101,"Scranton, PA",msa,Pennsylvania,2015-01-31,725.5034513550833,"(40.590752, -77.209755)",40.590752,-77.209755
394460,102,"Chattanooga, TN",msa,Tennessee,2015-01-31,849.0530682463669,"(35.747845, -86.692345)",35.747845,-86.692345
394871,103,"Modesto, CA",msa,California,2015-01-31,932.1564759256776,"(36.116203, -119.681564)",36.116203,-119.681564
394768,104,"Lancaster, PA",msa,Pennsylvania,2015-01-31,830.296742713944,"(40.590752, -77.209755)",40.590752,-77.209755
394997,105,"Portland, ME",msa,Maine,2015-01-31,1190.9880233920155,"(44.693947, -69.381927)",44.693947,-69.381927
394770,107,"Lansing, MI",msa,Michigan,2015-01-31,737.1713984258889,"(43.326618, -84.536095)",43.326618,-84.536095
394590,108,"Fayetteville, AR",msa,Arkansas,2015-01-31,908.363312281028,"(34.969704, -92.373123)",34.969704,-92.373123
394589,109,"Fayetteville, NC",msa,North Carolina,2015-01-31,808.6594313511424,"(35.630066, -79.806419)",35.630066,-79.806419
394792,110,"Lexington, KY",msa,Kentucky,2015-01-31,848.3155421037567,"(37.66814, -84.670067)",37.66814,-84.670067
394971,111,"Pensacola, FL",msa,Florida,2015-01-31,936.8469385543126,"(27.766279, -81.686783)",27.766279,-81.686783
395068,112,"Santa Rosa, CA",msa,California,2015-01-31,1643.930707287974,"(36.116203, -119.681564)",36.116203,-119.681564
395019,113,"Reno, NV",msa,Nevada,2015-01-31,989.6257777885256,"(38.313515, -117.055374)",38.313515,-117.055374
394698,114,"Huntsville, AL",msa,Alabama,2015-01-31,805.6442951660811,"(32.806671, -86.79113)",32.806671,-86.79113
394995,115,"Port St. Lucie, FL",msa,Florida,2015-01-31,1170.2797694629298,"(27.766279, -81.686783)",27.766279,-81.686783
394898,117,"Myrtle Beach, SC",msa,South Carolina,2015-01-31,1000.6833399074388,"(33.856892, -80.945007)",33.856892,-80.945007
395116,118,"Springfield, MO",msa,Missouri,2015-01-31,705.7094243531255,"(38.456085, -92.288368)",38.456085,-92.288368
395195,119,"Visalia, CA",msa,California,2015-01-31,993.4340282034173,"(36.116203, -119.681564)",36.116203,-119.681564
394746,120,"Killeen, TX",msa,Texas,2015-01-31,826.5819753332806,"(31.054487, -97.563461)",31.054487,-97.563461
394338,121,"Asheville, NC",msa,North Carolina,2015-01-31,991.4440949970216,"(35.630066, -79.806419)",35.630066,-79.806419
395244,122,"York, PA",msa,Pennsylvania,2015-01-31,803.9167486833187,"(40.590752, -77.209755)",40.590752,-77.209755
395183,123,"Vallejo, CA",msa,California,2015-01-31,1432.97037232955,"(36.116203, -119.681564)",36.116203,-119.681564
753917,124,"Santa Maria, CA",msa,California,2015-01-31,1800.5173158552373,"(36.116203, -119.681564)",36.116203,-119.681564
395050,125,"Salinas, CA",msa,California,2015-01-31,1512.3551395238503,"(36.116203, -119.681564)",36.116203,-119.681564
395048,126,"Salem, OR",msa,Oregon,2015-01-31,838.2121383709417,"(44.572021, -122.070938)",44.572021,-122.070938
394870,127,"Mobile, AL",msa,Alabama,2015-01-31,773.7076220352302,"(32.806671, -86.79113)",32.806671,-86.79113
395015,128,"Reading, PA",msa,Pennsylvania,2015-01-31,732.535430492614,"(40.590752, -77.209755)",40.590752,-77.209755
394502,129,"Corpus Christi, TX",msa,Texas,2015-01-31,1073.5951925941924,"(31.054487, -97.563461)",31.054487,-97.563461
394820,131,"Manchester, NH",msa,New Hampshire,2015-01-31,1080.3543321713405,"(43.452492, -71.563896)",43.452492,-71.563896
394612,132,"Fort Wayne, IN",msa,Indiana,2015-01-31,664.342732176214,"(39.849426, -86.258278)",39.849426,-86.258278
394658,133,"Gulfport, MS",msa,Mississippi,2015-01-31,837.2640900291534,"(32.741646, -89.678696)",32.741646,-89.678696
395051,134,"Salisbury, MD",msa,Delaware,2015-01-31,1134.192086935059,"(39.318523, -75.507141)",39.318523,-75.507141
394596,135,"Flint, MI",msa,Michigan,2015-01-31,563.4355380041274,"(43.326618, -84.536095)",43.326618,-84.536095
394439,137,"Canton, OH",msa,Ohio,2015-01-31,629.9152538944006,"(40.388783, -82.764915)",40.388783,-82.764915
395070,138,"Savannah, GA",msa,Georgia,2015-01-31,1016.7895945384672,"(33.040619, -83.643074)",33.040619,-83.643074
394372,140,"Beaumont, TX",msa,Texas,2015-01-31,784.8570153622302,"(31.054487, -97.563461)",31.054487,-97.563461
395096,141,"Shreveport, LA",msa,Louisiana,2015-01-31,937.6267817247837,"(31.169546, -91.867805)",31.169546,-91.867805
395164,142,"Trenton, NJ",msa,New Jersey,2015-01-31,1516.563181589123,"(40.298904, -74.521011)",40.298904,-74.521011
394875,143,"Montgomery, AL",msa,Alabama,2015-01-31,897.3479286877399,"(32.806671, -86.79113)",32.806671,-86.79113
394520,144,"Davenport, IA",msa,Illinois,2015-01-31,719.7571305396023,"(40.349457, -88.986137)",40.349457,-88.986137
395146,145,"Tallahassee, FL",msa,Florida,2015-01-31,880.92300938101,"(27.766279, -81.686783)",27.766279,-81.686783
394576,146,"Eugene, OR",msa,Oregon,2015-01-31,1016.4024076096846,"(44.572021, -122.070938)",44.572021,-122.070938
394901,147,"Naples, FL",msa,Florida,2015-01-31,1469.10313915298,"(27.766279, -81.686783)",27.766279,-81.686783
394332,148,"Ann Arbor, MI",msa,Michigan,2015-01-31,1131.785995040686,"(43.326618, -84.536095)",43.326618,-84.536095
394927,149,"Ocala, FL",msa,Florida,2015-01-31,821.0651079741161,"(27.766279, -81.686783)",27.766279,-81.686783
394602,152,"Fort Collins, CO",msa,Colorado,2015-01-31,1173.083663437037,"(39.059811, -105.311104)",39.059811,-105.311104
395033,153,"Rockford, IL",msa,Illinois,2015-01-31,704.2352127972896,"(40.349457, -88.986137)",40.349457,-88.986137
394622,155,"Gainesville, FL",msa,Florida,2015-01-31,906.3150750191096,"(27.766279, -81.686783)",27.766279,-81.686783
394405,156,"Boulder, CO",msa,Colorado,2015-01-31,1425.5541094681364,"(39.059811, -105.311104)",39.059811,-105.311104
394488,158,"Columbus, GA",msa,Georgia,2015-01-31,752.4892482877323,"(33.040619, -83.643074)",33.040619,-83.643074
395107,159,"South Bend, IN",msa,Indiana,2015-01-31,702.7042842541707,"(39.849426, -86.258278)",39.849426,-86.258278
395109,160,"Spartanburg, SC",msa,South Carolina,2015-01-31,792.7773826380849,"(33.856892, -80.945007)",33.856892,-80.945007
394645,161,"Greeley, CO",msa,Colorado,2015-01-31,1086.9271827568596,"(39.059811, -105.311104)",39.059811,-105.311104
394808,162,"Lubbock, TX",msa,Texas,2015-01-31,986.6524772026814,"(31.054487, -97.563461)",31.054487,-97.563461
394471,163,"Clarksville, TN",msa,Tennessee,2015-01-31,832.6174818837485,"(35.747845, -86.692345)",35.747845,-86.692345
395028,164,"Roanoke, VA",msa,Virginia,2015-01-31,782.0171625029398,"(37.769337, -78.169968)",37.769337,-78.169968
394579,165,"Evansville, IN",msa,Indiana,2015-01-31,555.7695683996384,"(39.849426, -86.258278)",39.849426,-86.258278
394741,168,"Kennewick, WA",msa,Washington,2015-01-31,916.5527920297202,"(47.400902, -121.490494)",47.400902,-121.490494
394660,170,"Hagerstown, MD",msa,Maryland,2015-01-31,896.6274629373166,"(39.063946, -76.802101)",39.063946,-76.802101
394937,172,"Olympia, WA",msa,Washington,2015-01-31,1110.4481730115244,"(47.400902, -121.490494)",47.400902,-121.490494
395229,174,"Wilmington, NC",msa,North Carolina,2015-01-31,945.0595109458612,"(35.630066, -79.806419)",35.630066,-79.806419
395061,175,"San Luis Obispo, CA",msa,California,2015-01-31,1642.7750602181227,"(36.116203, -119.681564)",36.116203,-119.681564
753875,176,"Crestview, FL",msa,Florida,2015-01-31,1037.9101568546837,"(27.766279, -81.686783)",27.766279,-81.686783
394851,177,"Merced, CA",msa,California,2015-01-31,971.4738617115636,"(36.116203, -119.681564)",36.116203,-119.681564
395197,178,"Waco, TX",msa,Texas,2015-01-31,908.9388181090736,"(31.054487, -97.563461)",31.054487,-97.563461
394348,180,"Atlantic City, NJ",msa,New Jersey,2015-01-31,1131.364740657868,"(40.298904, -74.521011)",40.298904,-74.521011
394412,181,"Bremerton, WA",msa,Washington,2015-01-31,1024.269186326925,"(47.400902, -121.490494)",47.400902,-121.490494
395065,183,"Santa Cruz, CA",msa,California,2015-01-31,1978.577377254617,"(36.116203, -119.681564)",36.116203,-119.681564
394924,185,"Norwich, CT",msa,Connecticut,2015-01-31,1008.543217253253,"(41.597782, -72.755371)",41.597782,-72.755371
394483,189,"College Station, TX",msa,Texas,2015-01-31,1109.6441807679746,"(31.054487, -97.563461)",31.054487,-97.563461
394732,190,"Kalamazoo, MI",msa,Michigan,2015-01-31,791.9894999753037,"(43.326618, -84.536095)",43.326618,-84.536095
394811,191,"Lynchburg, VA",msa,Virginia,2015-01-31,689.2258814183033,"(37.769337, -78.169968)",37.769337,-78.169968
845160,198,"Prescott Valley, AZ",msa,Arizona,2015-01-31,1002.0484056493144,"(33.729759, -111.431221)",33.729759,-111.431221
395161,199,"Topeka, KS",msa,Kansas,2015-01-31,669.7100366260515,"(38.5266, -96.726486)",38.5266,-96.726486
394519,203,"Daphne, AL",msa,Alabama,2015-01-31,1054.981647084766,"(32.806671, -86.79113)",32.806671,-86.79113
394378,205,"Bellingham, WA",msa,Washington,2015-01-31,953.2161724379675,"(47.400902, -121.490494)",47.400902,-121.490494
395030,207,"Rochester, MN",msa,Minnesota,2015-01-31,1024.443910159449,"(45.694454, -93.900192)",45.694454,-93.900192
753895,208,"Lafayette, IN",msa,Indiana,2015-01-31,781.7444121857628,"(39.849426, -86.258278)",39.849426,-86.258278
394454,209,"Champaign, IL",msa,Illinois,2015-01-31,784.0340218541631,"(40.349457, -88.986137)",40.349457,-88.986137
394848,210,"Medford, OR",msa,Oregon,2015-01-31,972.8138324101876,"(44.572021, -122.070938)",44.572021,-122.070938
394459,212,"Charlottesville, VA",msa,Virginia,2015-01-31,1131.6796619723173,"(37.769337, -78.169968)",37.769337,-78.169968
394773,214,"Las Cruces, NM",msa,New Mexico,2015-01-31,757.9689479473964,"(34.840515, -106.248482)",34.840515,-106.248482
394464,215,"Chico, CA",msa,California,2015-01-31,971.6717608436433,"(36.116203, -119.681564)",36.116203,-119.681564
394681,216,"Hilton Head Island, SC",msa,South Carolina,2015-01-31,1052.9977543073844,"(33.856892, -80.945007)",33.856892,-80.945007
394346,217,"Athens, GA",msa,Georgia,2015-01-31,850.2188305112719,"(33.040619, -83.643074)",33.040619,-83.643074
394765,218,"Lake Havasu City, AZ",msa,Arizona,2015-01-31,802.5545056524711,"(33.729759, -111.431221)",33.729759,-111.431221
394485,219,"Columbia, MO",msa,Missouri,2015-01-31,706.7311460678537,"(38.456085, -92.288368)",38.456085,-92.288368
394623,226,"Gainesville, GA",msa,Georgia,2015-01-31,890.9919903613518,"(33.040619, -83.643074)",33.040619,-83.643074
394716,227,"Jacksonville, NC",msa,North Carolina,2015-01-31,808.9228986323351,"(35.630066, -79.806419)",35.630066,-79.806419
394380,232,"Bend, OR",msa,Oregon,2015-01-31,1185.6457179068948,"(44.572021, -122.070938)",44.572021,-122.070938
395162,236,"Torrington, CT",msa,Connecticut,2015-01-31,821.2712171582275,"(41.597782, -72.755371)",41.597782,-72.755371
395009,237,"Punta Gorda, FL",msa,Florida,2015-01-31,1115.6330382052652,"(27.766279, -81.686783)",27.766279,-81.686783
394386,239,"Billings, MT",msa,Montana,2015-01-31,832.8042532500468,"(46.921925, -110.454353)",46.921925,-110.454353
394960,242,"Panama City, FL",msa,Florida,2015-01-31,981.781284022336,"(27.766279, -81.686783)",27.766279,-81.686783
394299,251,"Abilene, TX",msa,Texas,2015-01-31,829.154815043278,"(31.054487, -97.563461)",31.054487,-97.563461
394651,259,"Greenville, NC",msa,North Carolina,2015-01-31,824.186140740298,"(35.630066, -79.806419)",35.630066,-79.806419
394553,263,"East Stroudsburg, PA",msa,Pennsylvania,2015-01-31,907.4558577137736,"(40.590752, -77.209755)",40.590752,-77.209755
395079,274,"Sebastian, FL",msa,Florida,2015-01-31,906.149690242611,"(27.766279, -81.686783)",27.766279,-81.686783
394453,277,"Chambersburg, PA",msa,Pennsylvania,2015-01-31,724.9890987016989,"(40.590752, -77.209755)",40.590752,-77.209755
394703,279,"Idaho Falls, ID",msa,Idaho,2015-01-31,604.7529908973673,"(44.240459, -114.478828)",44.240459,-114.478828
394639,280,"Grand Junction, CO",msa,Colorado,2015-01-31,829.0545898257542,"(39.059811, -105.311104)",39.059811,-105.311104
395232,308,"Winchester, VA",msa,Virginia,2015-01-31,1075.6419974175426,"(37.769337, -78.169968)",37.769337,-78.169968
394668,317,"Harrisonburg, VA",msa,Virginia,2015-01-31,890.6435846030598,"(37.769337, -78.169968)",37.769337,-78.169968
394821,320,"Manhattan, KS",msa,Kansas,2015-01-31,916.858487154538,"(38.5266, -96.726486)",38.5266,-96.726486
394780,332,"Lawton, OK",msa,Oklahoma,2015-01-31,695.4098247370438,"(35.565342, -96.928917)",35.565342,-96.928917
753872,361,"California, MD",msa,Maryland,2015-01-31,1124.2311485609007,"(39.063946, -76.802101)",39.063946,-76.802101
394462,391,"Cheyenne, WY",msa,Wyoming,2015-01-31,864.0957559995976,"(42.755966, -107.30249)",42.755966,-107.30249
394925,428,"Oak Harbor, WA",msa,Washington,2015-01-31,865.9231818800521,"(47.400902, -121.490494)",47.400902,-121.490494
394682,449,"Hinesville, GA",msa,Georgia,2015-01-31,902.4811591270612,"(33.040619, -83.643074)",33.040619,-83.643074
394571,585,"Enterprise, AL",msa,Alabama,2015-01-31,800.3706184025381,"(32.806671, -86.79113)",32.806671,-86.79113
394913,1,"New York, NY",msa,New York,2015-02-28,2302.474952333951,"(42.165726, -74.948051)",42.165726,-74.948051
753899,2,"Los Angeles, CA",msa,California,2015-02-28,1845.583161890185,"(36.116203, -119.681564)",36.116203,-119.681564
394463,3,"Chicago, IL",msa,Illinois,2015-02-28,1426.1118142054652,"(40.349457, -88.986137)",40.349457,-88.986137
394514,4,"Dallas, TX",msa,Texas,2015-02-28,1110.0270980423531,"(31.054487, -97.563461)",31.054487,-97.563461
394692,5,"Houston, TX",msa,Texas,2015-02-28,1231.0383807914673,"(31.054487, -97.563461)",31.054487,-97.563461
395209,6,"Washington, DC",msa,Virginia,2015-02-28,1711.2993287685974,"(37.769337, -78.169968)",37.769337,-78.169968
394974,7,"Philadelphia, PA",msa,Pennsylvania,2015-02-28,1254.4775438598865,"(40.590752, -77.209755)",40.590752,-77.209755
394856,8,"Miami, FL",msa,Florida,2015-02-28,1509.029549929284,"(27.766279, -81.686783)",27.766279,-81.686783
394347,9,"Atlanta, GA",msa,Georgia,2015-02-28,1062.65341940342,"(33.040619, -83.643074)",33.040619,-83.643074
394404,10,"Boston, MA",msa,Massachusetts,2015-02-28,2095.2023135879167,"(42.230171, -71.530106)",42.230171,-71.530106
394976,11,"Phoenix, AZ",msa,Arizona,2015-02-28,967.5176908407344,"(33.729759, -111.431221)",33.729759,-111.431221
395057,12,"San Francisco, CA",msa,California,2015-02-28,2331.92403417014,"(36.116203, -119.681564)",36.116203,-119.681564
395025,13,"Riverside, CA",msa,California,2015-02-28,1363.4920502463744,"(36.116203, -119.681564)",36.116203,-119.681564
394532,14,"Detroit, MI",msa,Michigan,2015-02-28,857.731430859369,"(43.326618, -84.536095)",43.326618,-84.536095
395078,15,"Seattle, WA",msa,Washington,2015-02-28,1368.1367037878836,"(47.400902, -121.490494)",47.400902,-121.490494
394865,16,"Minneapolis, MN",msa,Minnesota,2015-02-28,1144.7939907353357,"(45.694454, -93.900192)",45.694454,-93.900192
395056,17,"San Diego, CA",msa,California,2015-02-28,1690.7634035301942,"(36.116203, -119.681564)",36.116203,-119.681564
